Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,JobFlow.API.csproj,File,Program.cs,61,0,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,"builder.Services.Configure<FrontEndSettings>(builder.Configuration.GetSection(""Frontend""));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,JobFlow.API.csproj,File,Program.cs,54,4,T:System.Uri,,,,,"builder.Configuration.AddAzureKeyVault(new Uri(keyVaultUri), new DefaultAzureCredential());"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,JobFlow.API.csproj,File,Program.cs,54,4,M:System.Uri.#ctor(System.String),,,,,"builder.Configuration.AddAzureKeyVault(new Uri(keyVaultUri), new DefaultAzureCredential());"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,JobFlow.API.csproj,File,Program.cs,54,4,T:Microsoft.Extensions.Configuration.AzureKeyVaultConfigurationExtensions,,,,,"builder.Configuration.AddAzureKeyVault(new Uri(keyVaultUri), new DefaultAzureCredential());"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Business\JobFlow.Business.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Business\JobFlow.Business.csproj,,,Microsoft.EntityFrameworkCore 9.0.2,,,,,"Microsoft.EntityFrameworkCore, 9.0.2  Recommendation:  Remove Microsoft.EntityFrameworkCore, and replace with new package Microsoft.EntityFrameworkCore 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Business\JobFlow.Business.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Business\JobFlow.Business.csproj,,,Microsoft.EntityFrameworkCore.Design 9.0.2,,,,,"Microsoft.EntityFrameworkCore.Design, 9.0.2  Recommendation:  Remove Microsoft.EntityFrameworkCore.Design, and replace with new package Microsoft.EntityFrameworkCore.Design 10.0.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Business\JobFlow.Business.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Business\JobFlow.Business.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Domain\JobFlow.Domain.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Domain\JobFlow.Domain.csproj,,,Microsoft.AspNetCore.Identity.EntityFrameworkCore 8.0.14,,,,,"Microsoft.AspNetCore.Identity.EntityFrameworkCore, 8.0.14  Recommendation:  Remove Microsoft.AspNetCore.Identity.EntityFrameworkCore, and replace with new package Microsoft.AspNetCore.Identity.EntityFrameworkCore 10.0.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Domain\JobFlow.Domain.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Domain\JobFlow.Domain.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,,,Microsoft.EntityFrameworkCore 9.0.2,,,,,"Microsoft.EntityFrameworkCore, 9.0.2  Recommendation:  Remove Microsoft.EntityFrameworkCore, and replace with new package Microsoft.EntityFrameworkCore 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,,,Microsoft.EntityFrameworkCore.Design 9.0.2,,,,,"Microsoft.EntityFrameworkCore.Design, 9.0.2  Recommendation:  Remove Microsoft.EntityFrameworkCore.Design, and replace with new package Microsoft.EntityFrameworkCore.Design 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,,,Microsoft.EntityFrameworkCore.Tools 9.0.2,,,,,"Microsoft.EntityFrameworkCore.Tools, 9.0.2  Recommendation:  Remove Microsoft.EntityFrameworkCore.Tools, and replace with new package Microsoft.EntityFrameworkCore.Tools 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,,,Microsoft.Extensions.Hosting.Abstractions 8.0.1,,,,,"Microsoft.Extensions.Hosting.Abstractions, 8.0.1  Recommendation:  Remove Microsoft.Extensions.Hosting.Abstractions, and replace with new package Microsoft.Extensions.Hosting.Abstractions 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,,,Microsoft.Extensions.Http 8.0.1,,,,,"Microsoft.Extensions.Http, 8.0.1  Recommendation:  Remove Microsoft.Extensions.Http, and replace with new package Microsoft.Extensions.Http 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,,,System.Formats.Asn1 9.0.2,,,,,"System.Formats.Asn1, 9.0.2  Recommendation:  Remove System.Formats.Asn1, and replace with new package System.Formats.Asn1 10.0.3"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,,,System.Net.Http 4.3.4,,,,,"System.Net.Http, 4.3.4  Recommendation:  Package functionality included with new framework reference"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\ExternalServices\ReCAPTCHA\ReCAPTCHAService.cs,36,8,T:System.Net.Http.HttpContent,,,,,var json = await response.Content.ReadAsStringAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\Extensions\ServiceCollectionExtensions.cs,13,12,T:System.Uri,,,,,"client.BaseAddress = new Uri(""https://api.brevo.com/v3/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\Extensions\ServiceCollectionExtensions.cs,13,12,M:System.Uri.#ctor(System.String),,,,,"client.BaseAddress = new Uri(""https://api.brevo.com/v3/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\Extensions\ServiceCollectionExtensions.cs,13,12,T:System.Uri,,,,,"client.BaseAddress = new Uri(""https://api.brevo.com/v3/"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\Extensions\ServiceCollectionExtensions.cs,10,8,"M:Microsoft.Extensions.DependencyInjection.HttpClientFactoryServiceCollectionExtensions.AddHttpClient(Microsoft.Extensions.DependencyInjection.IServiceCollection,System.String,System.Action{System.IServiceProvider,System.Net.Http.HttpClient})",,,,,"services.AddHttpClient(JobFlowNamedClient.Brevo, (sp, client) =>          {              var brevoSettings = sp.GetRequiredService<IBrevoSettings>();              client.BaseAddress = new Uri(""https://api.brevo.com/v3/"");              client.DefaultRequestHeaders.Add(""api-key"", brevoSettings.ApiKey);          });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\Common\PollyPolicies.cs,29,8,M:System.TimeSpan.FromMinutes(System.Double),,,,,"return Policy.Handle<Exception>()              .CircuitBreakerAsync(                  5,                  TimeSpan.FromMinutes(1),                  (ex, breakDelay) =>                  {                      Console.WriteLine($""[Polly] Circuit open for {breakDelay.TotalSeconds}s: {ex.Message}"");                  },                  () => Console.WriteLine(""[Polly] Circuit closed.""),                  () => Console.WriteLine(""[Polly] Circuit half-open; testing…""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\JobFlow.Infrastructure.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure\Common\PollyPolicies.cs,13,8,M:System.TimeSpan.FromSeconds(System.Double),,,,,"return Policy.Handle<Exception>()              .WaitAndRetryAsync(                  3,                  attempt => TimeSpan.FromSeconds(Math.Pow(2, attempt)),                  (ex, ts, retry, ctx) =>                  {                      // TODO: Replace with your ILogger if you want                      Console.WriteLine($""[Polly] Retry {retry} after {ts.TotalSeconds}s: {ex.Message}"");                  });"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure.Persistence\JobFlow.Infrastructure.Persistence.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure.Persistence\JobFlow.Infrastructure.Persistence.csproj,,,Microsoft.AspNetCore.Identity.EntityFrameworkCore 8.0.14,,,,,"Microsoft.AspNetCore.Identity.EntityFrameworkCore, 8.0.14  Recommendation:  Remove Microsoft.AspNetCore.Identity.EntityFrameworkCore, and replace with new package Microsoft.AspNetCore.Identity.EntityFrameworkCore 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure.Persistence\JobFlow.Infrastructure.Persistence.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure.Persistence\JobFlow.Infrastructure.Persistence.csproj,,,Microsoft.EntityFrameworkCore 9.0.2,,,,,"Microsoft.EntityFrameworkCore, 9.0.2  Recommendation:  Remove Microsoft.EntityFrameworkCore, and replace with new package Microsoft.EntityFrameworkCore 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure.Persistence\JobFlow.Infrastructure.Persistence.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure.Persistence\JobFlow.Infrastructure.Persistence.csproj,,,Microsoft.EntityFrameworkCore.Design 9.0.2,,,,,"Microsoft.EntityFrameworkCore.Design, 9.0.2  Recommendation:  Remove Microsoft.EntityFrameworkCore.Design, and replace with new package Microsoft.EntityFrameworkCore.Design 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure.Persistence\JobFlow.Infrastructure.Persistence.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure.Persistence\JobFlow.Infrastructure.Persistence.csproj,,,Microsoft.EntityFrameworkCore.SqlServer 9.0.2,,,,,"Microsoft.EntityFrameworkCore.SqlServer, 9.0.2  Recommendation:  Remove Microsoft.EntityFrameworkCore.SqlServer, and replace with new package Microsoft.EntityFrameworkCore.SqlServer 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure.Persistence\JobFlow.Infrastructure.Persistence.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure.Persistence\JobFlow.Infrastructure.Persistence.csproj,,,Microsoft.EntityFrameworkCore.Tools 9.0.2,,,,,"Microsoft.EntityFrameworkCore.Tools, 9.0.2  Recommendation:  Remove Microsoft.EntityFrameworkCore.Tools, and replace with new package Microsoft.EntityFrameworkCore.Tools 10.0.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure.Persistence\JobFlow.Infrastructure.Persistence.csproj,File,%USERPROFILE%\repos\JobFlow-API\JobFlow.Infrastructure.Persistence\JobFlow.Infrastructure.Persistence.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
